"","X","P_MTC_Tri_pos_ISS_o15","P_MTC_Tri_neg_ISS_o15","P_MTC_Tri_pos_ISS_u16","P_MTC_Tri_neg_ISS_u16","Transfer_nMTC_to_MTC_ISSo15_TP","Transfer_nMTC_to_MTC_ISSo15_TN","Transfer_nMTC_to_MTC_ISSu16_TP","Transfer_nMTC_to_MTC_ISSu16_TN","p_death_hosp_ISSo15_MTC","RR_p_death_hosp_ISSo15_nMTC","p_death_hosp_ISSu16","p_death_y1_ISSo15_MTC","RR_p_death_y1_nMTC","p_death_y1_ISSu16","HR_p_death_lm_ISSo15","HR_p_death_lm_ISSu15","U_ISS_o15_MTC","U_ISS_o15_nMTC","U_ISS_u16_o8","Umult_ISS_u9","U_genpop_cons","U_genpop_male","U_genpop_age","U_genpop_age_squared","p_death_hosp_TARN_sqrt_ISS","p_death_hosp_TARN_ln_ISS","p_death_hosp_TARN_GCS_3","p_death_hosp_TARN_GCS_4_5","p_death_hosp_TARN_GCS_6_8","p_death_hosp_TARN_GCS_9_12","p_death_hosp_TARN_GCS_13_14","p_death_hosp_TARN_GCS_intubated","p_death_hosp_TARN_CCI_unknown","p_death_hosp_TARN_CCI_1_5","p_death_hosp_TARN_CCI_6_10","p_death_hosp_TARN_CCI_o_10","p_death_hosp_TARN_age_0_5","p_death_hosp_TARN_age_6_10","p_death_hosp_TARN_age_11_15","p_death_hosp_TARN_age_45_54","p_death_hosp_TARN_age_55_64","p_death_hosp_TARN_age_65_74","p_death_hosp_TARN_gen_f","p_death_hosp_TARN_age_o_75","p_death_hosp_TARN_age_0_5_gen_f","p_death_hosp_TARN_age_6_10_gen_f","p_death_hosp_TARN_age_11_15_gen_f","p_death_hosp_TARN_age_45_54_gen_f","p_death_hosp_TARN_age_55_64_gen_f","p_death_hosp_TARN_age_65_74_gen_f","p_death_hosp_TARN_age_75_plus_gen_f","p_death_hosp_TARN_cons","p_MTC_ISS_o15_UK","C_MTC_ISS_o8_u16","C_MTC_ISS_o15","C_bluntt_ISS_U10","C_bluntt_ISS_U17_O_9","C_bluntt_ISS_U26_O16","C_bluntt_ISS_O25","C_pent_ISS_O0_U10","C_pent_ISS_O9_U16","C_pent_ISS_O15_U25","C_pent_ISS_O24_U34","C_pent_ISS_O34","C_disch_6m","C_additional_ambulance","Increase_lifetime_cost_ISS_o15","Increase_lifetime_cost_ISS_u15","TARN_old_Age_0_5","TARN_old_Age_6_10","TARN_old_Age_11_15","TARN_old_Age_45_54","TARN_old_Age_55_64","TARN_old_Age_65_75","TARN_old_Age_over_75","TARN_old_GCS_9_12","TARN_old_GCS_6_8","TARN_old_GCS_4_5","TARN_old_GCS_3","TARN_old_GCS_intubated","TARN_old_ISS_SQRT","TARN_old_ISS_LN","TARN_old_female","TARN_old_female_age_0_5","TARN_old_female_age_6_10","TARN_old_female_age_11_15","TARN_old_female_age_45_54","TARN_old_female_age_55_64","TARN_old_female_age_65_75","TARN_old_female_age_75_plus","TARN_old_constant"
"1",1,0.890177825685163,0.498164705095148,0.983784298408525,0.342083048575345,0.269852123301503,0.349466225114378,0.0703576355931129,0.042209442236975,0.10430274451229,0.968416789698106,0.0123963985667701,0.0294128040272674,1.37436410913628,0.0163228759555751,4.61616410383514,1.34468685627516,0.777106821020011,0.777106821020011,0.777106821020011,1,0.9508566,0.0212126,-0.0002587,-3.32e-05,-2.98513256215944,-2.51251259852328,-3.79580282522374,-2.8804335870083,-1.78242493047136,-1.25761310268665,-0.509116226037964,-2.64770687285585,-0.453501235380357,-0.491081295396686,-0.943213213371522,-1.57280405175369,0.082866060134478,0.525279687097913,-0.120549749338268,-0.397045179751201,-0.834500375201066,-1.52465042084772,-0.162754349776627,-2.65477001112007,-1.04506222795579,-0.0150668316720301,0.478263314409064,-0.10046990749281,0.125940412988866,0.222676726470284,0.32230451411607,5.28621,0.772449620607888,1466,2819,6288.327606497,8922.13937272473,13989.5087189738,20284.9466054922,6024.78130822283,5173.95219949225,9535.04176083318,15117.4152047147,15579.2652113045,1727.00039314325,264.900398788183,6.95315228469631,1.30179529562437,0.127262119847125,0.406560805916238,0.753766873951826,-0.412688144387868,-0.875185225828636,-1.85819332325862,-3.03288768482513,-1.07476839133983,-1.51747632568015,-2.49088727191884,-3.63089875090967,0,-5.64734657686101,-4.79881014172432,-0.837204939732345,-0.345362185937388,-0.172650920355111,0.251440876881716,-0.254377448711147,0.440356426506715,1.06776982030928,0.69957384996137,5.294
"2",2,0.894372468443979,0.497629846547472,0.984815859343835,0.343805514043076,0.246264251595258,0.333014041627932,0.067822554164904,0.046029284982834,0.0935257737195869,1.18266020214779,0.0114326504819292,0.029936518602525,1.28589555997918,0.017698921502346,5.37571310517078,1.29419540898881,0.669017786683488,0.669017786683488,0.669017786683488,1,0.9508566,0.0212126,-0.0002587,-3.32e-05,-2.63900128326445,-2.52471042915606,-3.83024903763637,-2.68912419839849,-1.9267907818568,-1.28699287783088,-0.421279674475126,-2.44463229425347,-0.439127066074421,-0.523753018420385,-0.976592311604798,-1.66761499210706,-0.115145000807269,0.00704661480110033,-0.194961628997664,-0.347257663376483,-1.04840995034099,-1.55690299347745,-0.0599229873068908,-2.6803469533827,0.125273325337658,0.447204886946943,0.24745489433153,0.0502801397426205,0.180922710549257,0.298029496723057,0.45419722454419,5.28621,0.773398291026297,1466,2819,6229.09829003303,8926.99028352913,14353.1789436174,21166.4234763353,7861.66061800188,6297.02198062329,10725.744080481,13994.7720188438,14812.5950574702,1761.54053041033,250.441024138436,5.0805037071937,1.53430850023877,0.0048449779604437,0.473431509237976,0.752213132937164,-0.238452977507434,-0.87108080336713,-1.89219769835767,-3.22379271394535,-1.04712130368569,-1.37249501786441,-2.60779039039662,-3.47188355191998,0,-5.75354098367342,-4.75285133502363,1.08389562143103,0.300825987868757,0.116563093051056,0.398502171689141,0.210776905524986,0.625066294824513,0.547050623601671,0.663806223619529,5.294
"3",3,0.895884837157928,0.505107903997509,0.985852553319906,0.345780079810732,0.312065709794801,0.304075331315938,0.0751735375368658,0.0446006211305237,0.101759128703987,1.25834714148495,0.0114126448428162,0.0307306908290123,1.60045333476155,0.0162281563702084,4.41140757122267,1.24208845856958,0.716284147054341,0.716284147054341,0.716284147054341,1,0.9508566,0.0212126,-0.0002587,-3.32e-05,-2.82856303556844,-2.62415313408584,-3.83329432897842,-2.75801877075793,-1.91088669180405,-1.32553056596004,-0.41647374852675,-2.58522927146326,-0.50051504698298,-0.475375001360166,-0.908131433408502,-1.76452148279653,0.00349082727913979,0.568454666000877,-0.213232277738717,-0.508415736540529,-0.879878571468495,-1.64307261886721,-0.115228987907713,-2.73490174931428,-0.161031273975155,0.123450133739605,-0.357409060366151,-0.185120485228414,0.0552220797282893,0.229999570796179,0.381418278286795,5.28621,0.77100377089215,1466,2819,6178.41856653187,8973.85567317524,13666.2194231934,21241.1763673019,6933.27975657898,5427.85343773071,8811.35042799362,11436.1862916764,15727.1011269189,1710.60796796805,261.435098145049,5.96318182187654,1.28416421486079,0.135716434001929,0.357761019106909,0.306847095274452,-0.371817294084022,-0.952386839064297,-1.83155609302355,-3.12442090829214,-1.15116581256124,-1.64800520699574,-2.70860321366958,-3.53695709527648,0,-5.61670098295676,-4.35513418742961,0.0309056362880898,0.45779653939665,-0.219801646607134,-0.0690151486483544,0.099949118002833,0.608731160830472,0.472398662408836,0.376836642028962,5.294
"4",4,0.892329674496115,0.481666163826524,0.984826391136434,0.348789432623516,0.262018571797228,0.302956229120173,0.0803156391503889,0.0420227436978546,0.104732860920265,1.19194655988975,0.0125801617740203,0.0320393990553515,1.90480424579178,0.0168757959255457,5.09257516680702,1.40058904032354,0.640461952296258,0.640461952296258,0.640461952296258,1,0.9508566,0.0212126,-0.0002587,-3.32e-05,-2.80065697817859,-2.50700820888388,-3.78104166237736,-2.67649176997975,-1.91036586036992,-1.22404307982795,-0.366096826196261,-2.62276457394638,-0.470479926067601,-0.491723363203906,-0.985095666715997,-1.61210477587024,0.173613500762314,-0.183904463637691,-0.195628320351449,-0.363799828423652,-0.932997462580207,-1.53565697261227,-0.232461198765039,-2.7577725364064,-0.477352238989953,-0.107112022939744,0.711593071424869,0.152875414602283,0.274067619347796,0.0101261900439291,0.28781657578131,5.28621,0.774382790500233,1466,2819,6234.58370740665,8839.8894027616,13742.7969167969,21301.5943276714,7461.95430604848,6563.05786202339,10259.7742592713,10673.380641447,22970.5912421457,1764.74161173496,261.736581977879,4.64318246557549,1.41473381111613,0.483426461443079,0.592389174785598,0.590382098396596,-0.405793811570805,-1.11957280308033,-1.99467863545733,-3.13348939478859,-1.10321281762773,-1.64808232883565,-2.64549534516817,-3.52121332304041,0,-5.24297439791877,-4.7168208937413,-1.03505680346577,-0.475378564477526,0.182962458934584,0.049488264508457,-0.0834609992627032,0.81250315887872,0.781976411275595,0.785019086142858,5.294
"5",5,0.896079154660083,0.488957618948268,0.984701700586891,0.344916396795717,0.233387361645746,0.301945888107566,0.078530713120201,0.0451432744555323,0.0975876880315563,1.27738824049647,0.0120904378411534,0.0306922359856105,1.82915126110556,0.0172629586358281,5.32813970170659,1.27721074080249,0.730049088204195,0.730049088204195,0.730049088204195,1,0.9508566,0.0212126,-0.0002587,-3.32e-05,-2.77923634017049,-2.69224564434029,-3.83539384615776,-2.80793186089746,-1.77747988820696,-1.22385833861047,-0.483949059860985,-2.98785305251258,-0.394444385085902,-0.558473580663926,-0.987691227457595,-1.61475387555745,0.111570898976352,0.144505202484261,0.0920689033940419,-0.433676413655223,-0.911119623347763,-1.65501630400242,-0.117808329955334,-2.77424904511776,-0.129779935797672,0.590053973606143,0.703579311049949,-0.0802284513560806,0.0526976042982555,0.284539756314748,0.21363546250409,5.28621,0.771667196801798,1466,2819,6172.00170867313,9004.36958589813,13751.4754073821,20910.5269383402,7611.71857843567,6278.50356717242,10837.3550630771,15381.6701781732,12298.8205128963,1680.28350898263,262.167173800413,5.70633484355951,1.64103591629714,-0.134653201060464,0.593508781679403,0.476663011734933,-0.108095839103721,-0.804713589919324,-1.88911748220139,-3.28958636985401,-1.19800763047759,-1.56486715250374,-2.69785330155347,-3.60873010290624,0,-5.57827432393454,-4.53353719617984,-0.170538539768111,-0.111102514482284,0.14730362319813,-0.0660639154132629,-0.182880879960562,0.684237019422324,0.842987955623626,0.289291218130104,5.294
"6",6,0.892504608785239,0.486137427427445,0.985041338140786,0.343623638518481,0.291162678250565,0.324642668989093,0.076080296707466,0.0422283090305849,0.0931994180934558,1.27286191067632,0.0115054353683511,0.0256379269061537,1.5948481514638,0.0171986870756826,4.7855012567956,1.86073513816185,0.655799112874265,0.655799112874265,0.655799112874265,1,0.9508566,0.0212126,-0.0002587,-3.32e-05,-2.83492163870405,-2.51192585580841,-3.75854576140022,-2.68081067121019,-1.7997345309684,-1.33507404492008,-0.482539222287321,-2.8102980854308,-0.417907931380308,-0.501436135561767,-0.926762289545346,-1.53248108839365,0.0015876120571247,0.167048647517916,-0.132663565201403,-0.415589795885554,-0.940865033524193,-1.55786066980426,-0.133552556770101,-2.68033677607676,-0.66165355086507,-0.372703587529424,0.450657093239556,0.0744623757442981,0.0294198963218742,0.223260089768009,0.347818087232902,5.28621,0.772470148885766,1466,2819,6250.59488212148,8942.1740285373,14403.3431390205,21455.8588497479,6672.87214543813,6271.18948837458,11854.432860113,14934.8343283549,27116.0278978136,1737.77112578769,236.773840336118,5.6537449890736,1.52022162758321,0.42712150183762,0.599565410515996,0.562717643433458,-0.507170628611442,-0.795870498709583,-2.04623719017016,-3.09664585538401,-1.02075698936124,-1.70339146097682,-2.64518325657389,-3.60834003407698,0,-5.28892077443614,-4.56018833963488,-0.350009331360521,0.198075656688595,-0.432996270311934,0.173255097075082,-0.0673868320549403,0.672544235948442,0.836168519028907,0.550664704552632,5.294
"7",7,0.88511977220161,0.51245331625189,0.984565688184875,0.343706298871915,0.283597144256682,0.363015429149915,0.0737246387413869,0.0397299193690487,0.0992714807288389,1.18884858067271,0.0118646549885281,0.0277882858977042,1.70011261218336,0.0169206239440265,4.74671318011798,1.11492267028185,0.667823131608114,0.667823131608114,0.667823131608114,1,0.9508566,0.0212126,-0.0002587,-3.32e-05,-2.82446143720162,-2.5351275403152,-3.81932922296603,-2.69770456813793,-1.92208298127534,-1.27644079217223,-0.503107136438788,-2.69083842359367,-0.501537047515015,-0.557140544733266,-0.929898033256189,-1.75015370271918,-0.166036157148798,0.559055745204247,0.0128579794671554,-0.391808872955369,-0.773603489160106,-1.62561170273519,-0.0645654875237868,-2.68006208488308,0.244713023569065,0.752792196973622,0.573095408927939,-0.286118559150619,0.203990374668506,0.15498322244715,0.286592262469633,5.28621,0.773947979048986,1466,2819,6140.09801369214,8758.50119005158,14318.2366682359,20823.754897014,5876.92590750046,5994.25907172838,8771.05565779536,10968.3544988375,9338.17595443912,1810.37716059573,254.757299115996,5.5729854461796,1.26065356813607,0.244426370453596,0.51542110391936,0.833244200807304,-0.347149697164241,-0.977495217627994,-1.99310988099202,-3.21879804024237,-0.999714892137366,-1.62774996104121,-2.70085020204092,-3.60687688527829,0,-5.82255589729056,-4.72463211903228,-1.067879500968,-0.648364614701258,0.132108584042738,-0.138229557403152,0.142544806127206,0.648959760863082,0.490706865186746,0.716736011342243,5.294
"8",8,0.895563504028896,0.518782766119944,0.982940216036349,0.34702725324833,0.248878198429981,0.327953867132538,0.072796602405467,0.0378931701877476,0.101703336686892,1.46034710290832,0.0123945399181483,0.0289777073753489,1.47431696349779,0.0171157524799495,5.20289067286835,1.3044925112697,0.701855930631288,0.701855930631288,0.701855930631288,1,0.9508566,0.0212126,-0.0002587,-3.32e-05,-2.71404714590883,-2.54768519564855,-3.85187594675172,-2.75022670940495,-1.8608553968377,-1.30443572527756,-0.47829044260612,-2.71481018758838,-0.436832967638581,-0.54665625548789,-1.02703316989271,-1.6245983076414,-0.0101051420808265,0.612605903796711,-0.188570371214457,-0.472607624060511,-1.06200297183246,-1.69383051071449,-0.0316317055073859,-2.7158714362473,-0.21261821648682,0.600587594553873,0.0363896251631005,-0.0455808088773165,0.0850815111719823,0.28468353210283,0.321746050721467,5.28621,0.771557476293718,1466,2819,6243.69436142823,8953.34865574894,14181.7165204593,21069.2030285428,5311.93891924546,5574.17237520647,10204.0139978714,12351.5964994596,10295.8941838871,1746.08831803893,255.920826358627,5.74408940683363,1.21822791848438,-0.125698457128757,0.841048918920211,0.493033139321868,-0.331211177563159,-0.908138344851801,-1.83347560757668,-3.16423897563943,-0.849608096718589,-1.52917874236664,-2.69533017604376,-3.3222975682541,0,-5.4314058855956,-4.62175970089567,-0.72919194601069,0.413497156695083,0.570411147219175,-0.070216663403264,0.26535925536206,0.869050505011581,0.976475782084467,0.350934088006946,5.294
"9",9,0.897145320027642,0.490986032471092,0.984557705849122,0.34340508531024,0.282907684958397,0.325858415297905,0.0706362180400004,0.0453237711464478,0.101365323164896,0.970785001265923,0.0120391389972908,0.0304688093965618,2.15572645036377,0.0176754953262723,6.11008488798389,1.25411466229624,0.668956799659756,0.668956799659756,0.668956799659756,1,0.9508566,0.0212126,-0.0002587,-3.32e-05,-3.09344952802232,-2.53199808752578,-3.86253158057816,-2.74168117781285,-1.82210386090902,-1.34493422585904,-0.469565840731962,-2.61390459634876,-0.446189997761902,-0.472659886487203,-0.93168039105124,-1.58302413607867,-0.190561096095469,-0.0482562890551573,-0.149158764941005,-0.424350775020818,-0.89969020715319,-1.53202388921437,-0.337258270120779,-2.70176421986571,-0.178470134532107,0.0835851620269487,-0.312225074227351,-0.118116526226188,0.089452890378091,0.249207913645083,0.355056784719024,5.28621,0.770366202093057,1466,2819,6256.07092133555,8966.51327406269,14303.5580484896,20685.6583031036,5021.83823071097,6147.6657605682,8478.59531915783,12037.0399278311,12575.4900499719,1672.11236047139,257.161447875717,5.116311900283,1.72767824440519,0.491698414282503,0.365231589881558,0.377349078917579,-0.345366429178493,-0.912524547334429,-2.01604837771009,-3.12359130097613,-1.1466359715973,-1.59548958076414,-2.73725859364911,-3.56317680556135,0,-5.42719451015329,-4.42013998347918,-0.183046304169071,0.219430197050925,-0.147201505519076,0.108298849572429,0.640188611147329,0.935523549895943,0.545068448771366,0.362541215933882,5.294
"10",10,0.889604495128242,0.486220737946483,0.984208191941705,0.348337647128573,0.305755298567601,0.329473457478784,0.0682325518722441,0.0450702405653404,0.0907879702727321,1.36022325444871,0.012232342929785,0.0263662963942409,2.17843601876874,0.0178700036364315,4.03717659613193,1.43815276646256,0.679617116487651,0.679617116487651,0.679617116487651,1,0.9508566,0.0212126,-0.0002587,-3.32e-05,-2.79716994398587,-2.58382188073917,-3.72591321683698,-2.93752568474593,-1.89109053219378,-1.37953005101128,-0.477960074540985,-2.71358137165218,-0.468808319989101,-0.481934134452485,-0.947453153990439,-1.65386174227054,-0.103105473328055,0.247474047288223,-0.180721125134623,-0.386288351395508,-0.907802838163619,-1.51614242444034,-0.0831769222620422,-2.72122089633549,-0.31454480929644,0.629015971046908,0.269382973408675,-0.0815326531756407,0.20557951154156,0.405814192725905,0.221774629400779,5.28621,0.771775316729876,1466,2819,6196.44967702105,9158.07924807821,14480.1193960446,20778.9697500613,6491.90609250866,5902.44733104195,8771.49492178334,13435.8899563233,32405.8628824336,1780.65238977203,254.939549969517,4.41737041035035,1.5296696815613,0.083730565290186,0.552562610975068,0.653429941697817,-0.330168079706773,-1.07689984667721,-1.84552124202684,-3.27055486226522,-1.13209359537064,-1.56331752343571,-2.4077544480244,-3.48881287835732,0,-5.2244977455192,-4.69551080235921,-0.676564502154806,0.166775789678906,0.123000863589579,0.104254796586636,0.106224321851416,0.422343021626496,0.639825777842065,0.514314086992119,5.294
